rating,roaster,title,blind_assessment,notes,bottom_line,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity,body,flavor,aftertaste,url,with_milk,agtron_external,agtron_ground,is_espresso,quantity_value,quantity_unit,price_value,price_currency,price_usd,cpi,date,price_usd_adj,quantity_in_lbs,price_usd_adj_per_lb
91.0,A.R.C.,House Blend Espresso,"Evaluated as espresso. Crisply sweet, spice-toned. Caramel apple, dark chocolate, pecan, cedar, a hint of paprika in aroma and small cup. Velvety mouthfeel; bittersweet finish with notes of dark chocolate and caramel apple in the short and paprika and pecan in the long. Cappuccino-scaled milk balances out the chocolate, fruit, nut and spice tones in pleasingly bittersweet resonance.","A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.","An espresso blend especially inviting in milk, where nut-toned chocolate and crisp fruit, with a hint of spice, converge.","Hong Kong, China",Not disclosed,Medium-Light,HKD $128/227 grams,2017-11-01,8.0,,9.0,8.0,7.0,https://www.coffeereview.com/review/house-blend-espresso-2/,9,56.0,78.0,True,227.0,grams,128.0,HKD,16.41,246.669,2017-11-01,20.9,0.5,41.8
92.0,RamsHead Coffee Roasters,Grizzly Peak Blend,"Crisply sweet, chocolaty. Baking chocolate, lily, gently scorched oak, molasses, raisin in aroma and cup. Sweet-toned structure with gentle, round acidity; very full, syrupy mouthfeel. The finish centers around crisp chocolate and lily notes with undertones of gently smoky oak.","A blend of coffees from El Salvador, Colombia and Ethiopia, all processed by the washed method (fruit skin and pulp are removed before drying). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A deeper-roasted, rich-toned blend that satisfies by foregrounding chocolate and floral notes.","Bozeman, Montana",El Salvador; Colombia; Ethiopia,Medium-Light,$15.95/12 ounces,2021-05-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/grizzly-peak-blend/,,60.0,78.0,False,12.0,ounces,15.95,USD,15.95,269.195,2021-05-01,18.62,0.75,24.83
93.0,Bird Rock Coffee Roasters,Panama Duncan Estate Wine-Processed,"Fruit-forward, richly chocolate-toned. Dark chocolate, Concord grape, peach brandy, Graham cracker, aromatic orchid in aroma and cup. Sweetly tart, fruit-toned in structure; satiny mouthfeel. The flavor-saturated finish fulfills the promise of the cup, with resonant notes of fruit and chocolate throughout.","Produced by Richard Koyner of Duncan Estate exclusively from trees of the Caturra variety of Arabica. This is a dried-in-the-fruit or “natural” coffee, but one that was allowed to partly dry on the trees before picking and final drying, a practice which helps impart a mildly fermenty or wine-like character to the fruit notes. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","An unusual variation on the dry or natural process applied to a fine Panama coffee, netting a cup rich with chocolate and fruit notes: elegant, high-toned, with pleasing notes of sweet ferment.","San Diego, California","El Salto, Boquete growing region, Panama",Medium-Light,$18.00/8 ounces,2017-10-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/panama-duncan-estate-wine-processed/,,54.0,76.0,False,8.0,ounces,18.0,USD,18.0,246.663,2017-10-01,22.93,0.5,45.86
90.0,Island Joe's Coffee,90 Mile Stretch Espresso,"Very sweet-toned aroma with floral hints. In the small cup medium-bodied and slightly lean in mouthfeel, crisp, cedary, with raisiny, licorice-toned fruit. Slightly heavy finish but excellent flavor persistence, with the fruit turning toward chocolate. Comes into its own in milk, where it is balanced and roundly rich, with deep semi-sweet chocolate character.","Joe Wells started his small-batch roasting business in a gas station because no one else in his part of the Florida Keys sold fresh-roasted coffee. His growing but still home-grown business carries the motto ""Born Out of Necessity ... Crafted with Passion."" Visit www.islandjoescoffee.com or call 305-294-1190 for more information.",,"Key West, Florida",Not disclosed.,Medium-Dark,,2006-10-01,8.0,,7.0,7.0,8.0,https://www.coffeereview.com/review/90-mile-stretch-espresso/,9,38.0,47.0,True,,,,,,201.8,2006-10-01,,,
90.0,Dilworth Coffee,Brazil Conquista,"Complex aroma: toast, nut, cinnamon, caramel, cocoa and aromatic wood. Smooth acidity, creamy body, very nutty flavor with notes of fresh-cut wood and chocolate. Long, dry finish with a very mild woody tightness in the long.","Labeled a ""Socially Conscious Coffee,"" meaning the roaster supports a non-profit organization of the same name that provides services and programs to the coffee harvesting community of Encruzilhada, Brazil. Dilworth Coffee is Charlotte's oldest coffeehouse and roastery. Visit www.dilworthcoffee.com or call 704-554-7111 for more information.",,"Charlotte, North Carolina","Vitoria da Conquista, Bahia, Brazil",Medium-Dark,,2009-03-01,8.0,7.0,8.0,8.0,7.0,https://www.coffeereview.com/review/brazil-conquista/,,45.0,53.0,False,,,,,,212.709,2009-03-01,,,
93.0,Home Barista Workshop,Sumatra Wahana Natural,"Complexly fruit- and cider-toned. Shifting, layered fruit – banana, grape, kiwi and more – in a cidery, brandyish expression rounded and anchored by dark chocolate and spicy pine. Round, softly vibrant acidity; lightly syrupy mouthfeel. Flavor fades just a bit in an otherwise sweet, deep, long finish.","This is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with the “wet-hulled” coffees more typical of northern Sumatra. Wahana Estate is a relatively new coffee farm in the classic Lintong growing district near Lake Toba. Home Barista Workshop is a specialty roaster based in Taipei, Taiwan. The owner, Ricky Chang, provides high-quality, freshly roasted coffee for Taiwan and Hong Kong customers. Visit www.homebaristaworkshop.com or call +886-975393424 for more information.",,"Taipei, Taiwan","Lintong growing region, northern Sumatra, Indonesia.",Medium-Light,NT $420/200 grams,2013-06-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/sumatra-wahana-natural-2/,,58.0,67.0,False,200.0,grams,420.0,TWD,14.01,233.504,2013-06-01,18.85,0.44,42.84
95.0,Pro Aroma Enterprise Coffee,Ethiopia West Arsi Nensebo Natural G1,"Delicately berry-toned with savory impulses. Dried strawberry, honey, star jasmine, fresh-cut cedar, macadamia nut in aroma and cup. Sweet-savory structure with vibrant, lively acidity; very full, syrupy-smooth mouthfeel. Resonant, rich finish redolent of strawberry and star jasmine.","Southern Ethiopian coffees like this one are largely produced from indigenous landrace varieties of Arabica long grown in the region. This is a natural-processed version (dried in the whole fruit). Pro Aroma Enterprise Coffee Co., Ltd. is a Taiwan-based specialty coffee company. Visit proaromacafe.com.tw/ for more information.","A juicy fruit-bomb of a natural Ethiopia cup, the fruit complemented by spicy floral and buttery nut tones.","Taichung City, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,$24.00/12 ounces,2021-06-01,9.0,9.0,9.0,9.0,9.0,https://www.coffeereview.com/review/ethiopia-west-arsi-nensebo-natural-g1/,,52.0,70.0,False,12.0,ounces,24.0,USD,24.0,271.696,2021-06-01,27.75,0.75,37.0
93.0,Jaunt Coffee Roasters,Colombia La Esperanza,"Tangy-sweet, richly aromatic. Tamarind, salted caramel, cedar, magnolia, lemon yogurt in aroma and cup. Briskly sweet-tart acidity; very full, creamy-smooth mouthfeel. Tart-leaning finish with ballast from caramel notes.","Produced by Edward Giraldo of Finca La Esperanza, entirely of the Typica variety of Arabica, and processed by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.","A complex washed anaerobic Colombia with tangy fruit and gentle lactic notes throughout the profile, supported by rich aromatic wood and sweet caramel.","San Diego, California","Tolima Department, Colombia",Medium-Light,$23.00/12 ounces,2023-08-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/colombia-la-esperanza-3/,,58.0,75.0,False,12.0,ounces,23.0,USD,23.0,307.026,2023-08-01,23.54,0.75,31.39
92.0,Choosy Gourmet,Honeymoon Espresso,"Evaluated as espresso. Deeply sweet, pungent. Maraschino cherry, dark chocolate, narcissus, aromatic cedar, cashew in aroma and small cup. Satiny mouthfeel; cherry, chocolate and cashew all carry into a cleanly rich finish. The cherry notes turn gently tart and the chocolate crisp in three parts milk.","A complex blend combining four coffees processed by a variety of methods from three distinguished origins. Choosy Gourmet is a cafe in Kaohsiung, Taiwan, where founder Howard Hung’s mission is to highlight the “living soul” of each coffee. Visit www.choosygourmet.com, https://www.facebook.com/choosy.gourmet, email [email protected] or call +886-7-3509609 for more information.","A richly dessert-like straight shot, animated by suggestions of maraschino cherry and chocolate. Turns pleasingly crisp and lively in cappuccino-scaled milk.","Kaohsiung, Taiwan",Kenya; Ethiopia; Colombia,Medium-Dark,NT $350/227 grams,2020-03-01,9.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/honeymoon-espresso/,8,44.0,52.0,True,227.0,grams,350.0,TWD,11.61,258.115,2020-03-01,14.13,0.5,28.26
93.0,Buon Caffe,Ethiopia Guji Shakiso Mulish Washed,"Richly floral, deeply aromatic. Narcissus, raspberry, cocoa nib, thyme, maple syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of narcissus and raspberry and undertones of cocoa nib.","Produced by smallholding farmers, from distinctive landrace selections of Arabica long grown in the region, and processed by the traditional washed process (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A multi-layered, brightly sweet washed Ethiopia cup with deep floral and high-toned berry notes.","Taipei, Taiwan","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,NT $320/8 ounces,2023-03-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-guji-shakiso-mulish-washed/,,65.0,83.0,False,8.0,ounces,320.0,TWD,10.47,301.836,2023-03-01,10.9,0.5,21.8
92.0,Klatch Coffee,FTO Ethiopian Gedeo Worka Natural,"Big, syrupy mouthfeel and a long, deeply resonant finish particularly distinguish this coffee, but the rich acidity is impressive too, as are the sweetly pungent aromatics: fir, dark chocolate, cherry, almond.","This is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. It is also certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Formerly Coffee Klatch, Klatch Coffee is an award-winning small-batch roasting company based in the Los Angeles area whose resident barista and trainer, Heather Perry, is a former United States Barista Champion. Visit www.klatchroasting.com or call 877-455-2824 for more information.",,"San Dimas, California",Southern Ethiopia,Medium-Light,$12.95/12 oz.,2010-11-01,8.0,8.0,9.0,8.0,9.0,https://www.coffeereview.com/review/fto-ethiopian-gedeo-worka-natural/,,53.0,76.0,False,12.0,ounces,12.95,USD,12.95,218.803,2010-11-01,18.59,0.75,24.79
85.0,Gloria Jean's Coffees,"Jamaican Blue Mountain, 2001-02 Crop","The full-bodied, quietly rich cup with its low-toned fruit and dusk floral notes is classic Blue Mountain. But the aromatics are a bit faded and the cup shadowed by a hint of mustiness, both of which suggest that this coffee is perhaps a bit past its prime.",Gloria Jean's is a pioneering specialty coffee franchise chain. Gloria Jean's coffees are now sourced and roasted by California-based Diedrich Coffee. Visit www.gloriajeans.com or call 800-354-5282 for more info.,,"Irvine, California","Blue Mountain growing region, eastern Jamaica.",Medium,,2003-03-01,6.0,7.0,8.0,7.0,,https://www.coffeereview.com/review/jamaican-blue-mountain-2001-02-crop/,,57.0,49.0,False,,,,,,184.2,2003-03-01,,,
92.0,Barrington Coffee Roasting,Ketiara Sumatra,"Sweetly pungent, earthy. Moist, fresh-fallen leaves, orange zest, fresh-cut pine, cocoa, lily in aroma and cup. Richly tart in structure, with a savory edge. Light but buoyant mouthfeel. The finish consolidates around cocoa, orange and a deep, lily-like floral note.","This coffee tied for the fourth-highest rating in a cupping of coffees from Sumatra for Coffee Review’s April 2019 tasting report. Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” Produced by the Ketiara Cooperative, the only women-led cooperative in Indonesia, with 867 small-holding members. Certified at origin as fair-trade (by Fairtrade International) and organically grown, but not so labeled. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","Attractive choice for lovers of the traditional Sumatra wet-hulled profile: earthy, pungent, yet bright, offering bonus satisfaction for supporters of progressive, women-led cooperatives.","Lee, Massachusetts","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Light,$16.95/12 ounces,2019-04-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/ketiara-sumatra/,,57.0,87.0,False,12.0,ounces,16.95,USD,16.95,255.548,2019-04-01,20.84,0.75,27.79
