rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
93,GK Coffee,GK Classic Manba Blend Espresso,"Evaluated as espresso. Richly aromatic, chocolaty, earth-toned. Dark chocolate, shiitake mushroom, pomegranate syrup, cedar, marjoram in aroma and small cup. Velvety-smooth mouthfeel; crisp, chocolaty-tart finish. In three parts milk, tart fruit and sweet chocolate harmonize, supported by savory undertones of mushroom and sweet herbs.","A blend comprised of a natural-processed Brazil and a wet-hulled Sumatra, roasted for espresso. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email gkcoffee2015@gmail.com.","A complex, deeply sweet-savory espresso blend with tart fruit notes at the top and chocolaty, earthy tones underneath.","Yilan, Taiwan",Indonesia; Brazil,Medium-Dark,46/62,NT $250/227 grams,August 2021,9,,8,9,8,https://www.coffeereview.com/review/gk-classic-manba-blend-espresso/,2021-08-25,,9,,,,,,,
92,Paradise Roasters,Sumatra La Minita Aceh Gold,"High-toned aroma combining elements of juicy, almost floral fruit with more pungent nuance of grapefruit, raisin and brandy. In the cup, distinctly lively acidity with continued sweetly pungent fruit, particularly a floral-edged white grape. Sweet finishing; hints of flavor reemerge in the long.","Aceh Gold is a wet-hulled coffee that is the result of a partnership between William McAlpin, of the renowned Costa Rican coffee estate La Minita, and Indonesian based exporter and miller Volkopi. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",,"Ramsey, Minnesota","Northern Sumatra, Indonesia",Medium,51/72,$12.00 / 12 oz.,April 2010,9,8,8,9,8,https://www.coffeereview.com/review/sumatra-la-minita-aceh-gold/,2014-10-02,,,,,,,,,
90,Doi Chaang Coffee,Single Origin Medium Roast,"Intense, sweetly pungent aroma: fir, cocoaish, fruit-toned chocolate. In the cup delicate, wine-like acidity, lightly silky mouthfeel and good sweetness with continued pungent, almost spicy fir character and fruit notes that suggest tangerine and apricot. Rich finish with a touch of astringency in the long.",Doi Chaang is a single-origin coffee produced by a northern Thailand hill tribe in the Golden Triangle mountains of Thailand and roasted in Alberta Canada. The independent coffee growers receive over 50% of the profits of this unusual and pioneering venture. Visit www.doichaangcoffee.com or call 866-924-2264 for more information.,,"Calgary, Alberta, Canada",Northern Thailand.,Medium-Dark,46/68,,October 2009,8,8,8,8,7,https://www.coffeereview.com/review/single-origin-medium-roast-2/,2018-04-01,,,,,,,,,
94,Bargain Cafe,Ethiopia Bench-Maji Lucy Geisha,"Richly chocolaty, floral-toned. Wisteria, dark chocolate, red plum, hazelnut, marjoram in aroma and cup. Lively, sparkling acidity; very full, satiny-smooth mouthfeel. Finish consolidates to notes of dark chocolate and wisteria with undertones of marjoram.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the washed method (fruit skin and pulp removed before drying). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information.","A complex, rich-toned washed Ethiopia Geisha centered around rich floral and chocolate notes complicated by sweet herbs and nuts.","Taitung, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,66/84,NT $380/200 grams,September 2024,9,,9,9,8,https://www.coffeereview.com/review/ethiopia-bench-maji-lucy-geisha/,2024-09-05,9,,,,,,,,
93,RamsHead Coffee Roasters,El Salvador Pacamara,"Chocolaty, sweetly savory. Baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. Sweet-toned structure with round acidity; full, satiny mouthfeel. Quiet finish leads with notes of baking chocolate and maple syrup, supported by undertones of fresh-cut oak.","Produced at the Menendez Family Farm entirely of the big-beaned Pacamara variety of Arabica and processed by the wet, or washed, method (fruit skin and flesh are removed from the beans before they are dried). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A rich-toned, deeply layered El Salvador Pacamara, crisply chocolaty and balanced.","Bozeman, Montana","Ahuachapan, El Salvador",Medium,54/72,$17.95/12 ounces,August 2021,9,,9,9,8,https://www.coffeereview.com/review/el-salvador-pacamara-5/,2021-08-25,8,,,,,,,,
94,Bargain Cafe,Ethiopia Sidama Bensa,"Richly sweet-tart, vibrant. Apricot, almond nougat, lemongrass, star jasmine, cocoa nib in aroma and cup. Briskly sweet acidity; silky, viscous mouthfeel. Long, resonant finish showcases apricot, almond and star jasmine notes.","Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information.","A classic washed Ethiopia profile: elegant, stone fruit-driven, invitingly floral, cocoa-driven.","Taitung, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,65/87,NT $350/200 grams,September 2024,9,,9,9,9,https://www.coffeereview.com/review/ethiopia-sidama-bensa/,2024-09-05,8,,,,,,,,
90,Doi Chaang Coffee,Doi Chaang Wild Civet Coffee,"Intriguing mid-tones throughout the profile: mainly a sort of orangy, floral citrus with a backgrounded complex simultaneously suggesting fresh earth, mushroom and decomposing leaves. All of this takes on a vaguely chocolaty tone in the finish. Gently smooth acidity, medium body.","Doi Chaang is a single-estate coffee produced by a northern Thailand hill tribe in the Golden Triangle mountains of Thailand and roasted in Alberta, Canada. The independent coffee growers receive over 50% of the profits of this unusual and pioneering venture. In addition to its excellent conventional arabica coffees, the cooperative members harvest about 200 pounds per year of a Thai version of the famous (or infamous) kopi luwak, the world's most expensive coffee, the beans of which are harvested from the feces of a species of wild civet that eats ripe coffee fruit. Visit www.doichaangcoffee.com or call 866-924-2264 for more information.",,"Calgary, Alberta, Canada",Northern Thailand.,Medium,49/80,,June 2009,8,8,7,8,8,https://www.coffeereview.com/review/doi-chaang-wild-civet-coffee/,2018-04-01,,,,,,,,,
91,Caffe Pronto Coffee Roastery,Sumatra Lingtong Wahana Estate Natural Processed,"Classically sweet-fermented, dried-in-the-fruit profile. Rich, fermenty raisin-toned chocolate in the aroma with aromatic wood and pungent citrus complications. In the cup gently lively acidity, lightly syrupy mouthfeel. The ferment shows a rustic sweet apple-cidery character, with hints of fresh flowering grass, molasses and dark chocolate. The chocolate in particular carries into the finish, where the cup finally betrays its sweetness with a faint hint of salty herb.","Wahana Estate is a relatively new coffee farm in the classic Lintong (spelled here Lingtong; identified on maps as Lintongnihuta) growing district of North Sumatra Province near Lake Toba. It produces coffees processed by three different methods: natural, or dried-in-the-fruit (represented by the sample reviewed here), semi-washed or pulped natural (the skin is removed but the fruit flesh remains on the beans during drying) and the fully washed method (all soft fruit residue is removed from the beans before drying). Caffe Pronto is a cafe-roastery and espresso bar with a mission that emphasizes quality and service. Visit www.caffepronto.com or call 888-697-7667 for more information.",,"Annapolis, Maryland","Lintong growing district, North Sumatra Province, Indonesia.",Medium-Dark,40/65,$12.00 / 12 oz.,April 2010,9,8,8,9,7,https://www.coffeereview.com/review/sumatra-lingtong-wahana-estate-natural-processed/,2014-10-02,,,,,,,,,
93,Paradise Roasters,Ecuador Hacienda Legrand Robusta,"Evaluated as espresso. Citrusy, sweetly nut-toned. Tangerine, hazelnut, cocoa nib, Italian parsley, freesia-like flowers in aroma and small cup. Buoyant, creamy mouthfeel; in the finish rich and cocoa-driven with deep hazelnut notes carrying far into the sweet long. Quiets and simplifies in three parts milk, turning delicately nut-toned.","Produced by the Bustamante family entirely of Ecurobusta, a hybrid created from a basket of the best Robusta varieties grown in Ecuador. Processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An anaerobic natural Robusta that sings in the straight shot, lyric and original, then backs off to a pleasant, nut-toned murmur in three parts milk. Try it if you’re curious how striking and interesting a really good Robusta can be, but leave the milk in the fridge.","Minneapolis, Minnesota","Santa Elena Province, Ecuador",Medium,54/72,$18.95/12 ounces,August 2021,9,,9,9,9,https://www.coffeereview.com/review/ecuador-hacienda-legrand-robusta/,2021-08-31,,7,,,,,,,
95,Bear Lake Coffee,Ethiopia Yirgacheffe Huke Premium Washed G1,"Nuanced, delicate, multi-layered. Sweetly spice-toned, gently herbaceous, richly aromatic. Bergamot, cocoa nib, pink peppercorn, freesia, sandalwood in aroma and cup. Balanced, apple-like (malic) acidity; very full, syrupy mouthfeel. Harmonious, integrated, satiating finish.","Produced by smallholding farmers, from local landrace varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Bear Lake Coffee Co., a B Corp-certified coffeehouse and roastery located in Barronett, Wisconsin, is committed to sustainability through its Coffee with a Purpose™ initiative, which ensures that farmers receive compensation well above the Fairtrade Premium for their exceptional small-batch coffee. Visit www.bearlakecoffee.com for more information.","A great example of an affordable, meticulously processed and roasted washed Ethiopia with telltale notes of bergamot and cocoa nib — familiar yet elevated.","Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,64/82,$21.00/12 ounces,September 2024,9,,9,9,9,https://www.coffeereview.com/review/ethiopia-yirgacheffe-huke-premium-washed-g1/,2024-09-05,9,,,,,,,,
93,Doi Chaang Coffee,Single Estate Peaberry Medium Roast,"Pure, refreshing coffee. Sweetly acidy and honey-toned in the aroma, with floral and coffee fruit (tart cherry) notes. In the cup softly acidy, delicate in mouthfeel, crisp but very sweet in structure, with continued notes of tart coffee cherry, honey and flowers, together with a slight, deepening butterscotch-like pungency. In the finish the sweetness fades, but the fundamental flavor notes persist far into the long finish.","Doi Chaang is a single-estate coffee produced by a northern Thailand hill tribe in the Golden Triangle mountains of Thailand and roasted in Alberta, Canada. The independent coffee growers receive over 50% of the profits of this unusual and pioneering venture. This coffee consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Visit www.doichaangcoffee.com or call 866-924-2264 for more information.",,"Calgary, Alberta, Canada",Northern Thailand,Medium,49/76,,April 2008,8,8,7,8,8,https://www.coffeereview.com/review/single-estate-peaberry-medium-roast/,2018-04-01,,,,,,,,,
89,Temple Coffee and Tea,Sumatra Tabu Jamu,"Rich, sweet-toned aroma: flowers, hints of earth, aromatic wood, nut-toned chocolate. In the cup low-toned but vibrant acidity, silky mouthfeel, continued earth tones that take on a grapefruit-like pungency under the impact of the acidity. Some continuing hints of flowers and nut. Rich, simple finish with a hint of astringency.","From the Sidikalang District of the Lake Toba region, this coffee, processed using the traditional Sumatra wet-hulled method, is made up entirely of the Caturra variety of Arabica. With two coffee houses located in California's state capitol Sacramento, Temple Coffee recently transitioned from serving other roasters coffee to roasting their own. Visit www.templecoffee.com or call 916-601-5363 for more information.",,"Sacramento, California","Sidikalang growing district, northern Sumatra, Indonesia.",Medium-Dark,50/65,$12.50 /12 oz.,April 2010,8,8,8,8,7,https://www.coffeereview.com/review/sumatra-tabu-jamu/,2014-10-02,,,,,,,,,
